app_id	category1	category2	category3	category4	category5
com.kiloo.subwaysurf	/Beauty & Fitness/Fitness/Fitness Instruction & Personal Training	/Reference/Geographic Reference/Maps	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion	/Computers & Electronics/Networking	/Games/Computer & Video Games/Action & Platform Games
com.android.chrome	/Health/Medical Facilities & Services	/Sports/Team Sports/Cricket	/Games/Computer & Video Games/Browser Games	/Computers & Electronics/Software/Internet Software/Web Browsers	/Health/Medical Literature & Resources
com.supercell.clashroyale	/Shopping/Apparel	/Games/Computer & Video Games/Strategy Games	/Games/Family-Oriented Games & Activities	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Online Communities/Forum & Chat Providers
com.king.candycrushsaga	/Hobbies & Leisure	/Law & Government/Legal/Legal Services	/Health/Substance Abuse/Smoking & Smoking Cessation	/Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies	/Games/Computer & Video Games/Casual Games
com.mobile.legends	/Games/Computer & Video Games/Strategy Games	/Health/Nutrition/Special & Restricted Diets	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Android Apps	/Reference/General Reference/Time & Calendars	/Finance/Insurance/Health Insurance
com.snapchat.android	/Arts & Entertainment/Movies	/Reference/Language Resources	/News/Business News	/Online Communities/Social Networks	/Online Communities/Photo & Video Sharing/Photo & Image Sharing
com.flipkart.android	/Finance/Insurance	/Shopping/Shopping Portals	/Jobs & Education/Education/Standardized & Admissions Tests	/Finance/Banking/Money Transfer & Wire Services	/People & Society/Family & Relationships/Family/Parenting
com.roblox.client	/Games/Computer & Video Games/Sandbox Games	/Autos & Vehicles/Vehicle Codes & Driving Laws	/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Scanners	/Arts & Entertainment/Music & Audio/Radio	/Shopping/Apparel/Footwear
com.cleanmaster.security	/Computers & Electronics/Software/Software Utilities	/Finance/Financial Planning & Management	/Business & Industrial/Energy & Utilities/Oil & Gas	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Computers & Electronics/Computer Security/Antivirus & Malware
com.spotify.music	/Arts & Entertainment/Humor/Funny Pictures & Videos	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons	/Computers & Electronics/Computer Security	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Health/Medical Literature & Resources
com.miniclip.eightballpool	/Beauty & Fitness/Fitness/Yoga & Pilates	/Games/Computer & Video Games/Sports Games	/Games/Table Games/Billiards	/Finance/Credit & Lending/Credit Reporting & Monitoring	/Hobbies & Leisure/Outdoors/Hiking & Camping
com.google.android.googlequicksearchbox	/Internet & Telecom/Search Engines	/Games/Computer & Video Games/Browser Games	/Internet & Telecom	/People & Society/Family & Relationships/Family/Baby & Pet Names	/Shopping/Apparel/Footwear/Athletic Shoes
com.UCMobile.intl	/Internet & Telecom/Service Providers/ISPs	/Beauty & Fitness/Weight Loss	/Travel & Transportation/Transportation/Car Rentals	/Computers & Electronics/Software/Internet Software/Web Browsers	/Games/Computer & Video Games/Simulation Games/Vehicle Simulators
com.supercell.brawlstars	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Health/Nutrition	/Shopping/Apparel/Athletic Apparel	/Games/Arcade & Coin-Op Games	/Games/Computer & Video Games/Action & Platform Games
com.facebook.lite	/Computers & Electronics/Software/Software Utilities	/Beauty & Fitness/Fitness/Fitness Equipment & Accessories/Fitness Technology Products	/Online Communities/Social Networks	/Online Communities/Photo & Video Sharing/Video Sharing	/Computers & Electronics/Software/Internet Software/Download Managers
com.twitter.android	/Online Communities/Blogging Resources & Services/Microblogging	/Arts & Entertainment/Music & Audio/World Music/East Asian Music	/Shopping/Consumer Resources/Coupons & Discount Offers	/Online Communities/Social Networks	/Reference/General Reference/Educational Resources
com.jio.myjio	/Internet & Telecom/Service Providers/Phone Service Providers	/Internet & Telecom/Email & Messaging/Email	/Online Communities/Photo & Video Sharing/Video Sharing	/Games/Computer & Video Games/Simulation Games/City Building Games	/Games/Board Games/Chess & Abstract Strategy Games
com.outfit7.mytalkingtomfree	/Internet & Telecom/Service Providers/Phone Service Providers	/Games/Card Games	/Home & Garden/Home & Interior Decor	/Games/Family-Oriented Games & Activities	/Games/Computer & Video Games/Casual Games
com.truecaller	/Computers & Electronics/Software/Software Utilities	/Sports/Team Sports/Baseball	/Travel & Transportation/Transportation/Cruises & Charters	/Food & Drink/Restaurants/Restaurant Reviews & Reservations	/Beauty & Fitness/Fitness
com.lenovo.anyshare.gps	/Online Communities/File Sharing & Hosting	/Online Communities/Blogging Resources & Services/Microblogging	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/News/Newspapers	/Computers & Electronics/Consumer Electronics/GPS & Navigation
com.qihoo.security	/Computers & Electronics/Software/Software Utilities	/Finance/Insurance	/Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones	/Computers & Electronics/Computer Security/Antivirus & Malware	/Books & Literature/Magazines
com.viber.voip	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Food & Drink/Cooking & Recipes	/Arts & Entertainment/Humor	/Games/Computer & Video Games/Simulation Games/Life Simulation Games
com.fungames.sniper3d	/Games/Computer & Video Games/Shooter Games	/Shopping/Gifts & Special Event Items/Greeting Cards	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards	/Reference/Language Resources/Foreign Language Resources/Foreign Language Study	/Arts & Entertainment/Comics & Animation/Cartoons
com.lazada.android	/Online Communities/File Sharing & Hosting	/Home & Garden/Home Safety & Security	/Online Communities/Online Journals & Personal Sites	/Business & Industrial/Energy & Utilities/Electricity	/Shopping/Shopping Portals
com.google.android.apps.maps	/Adult/Adult Communities/Swingers & Adult Dating	/Reference/Geographic Reference/Maps	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards	/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays	/Online Communities/Photo & Video Sharing/Video Sharing
com.nianticlabs.pokemongo	/Arts & Entertainment/Movies/Movie Reference	/Online Communities/Photo & Video Sharing	/Science/Engineering & Technology/Augmented & Virtual Reality	/Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games	/Games/Computer & Video Games/Casual Games
com.nekki.shadowfight	/Games/Computer & Video Games/Fighting Games	/Games/Roleplaying Games	/Science/Engineering & Technology/Augmented & Virtual Reality	/Arts & Entertainment/Humor	/Arts & Entertainment/Comics & Animation/Comics
com.activision.callofduty.shooter	/Games/Computer & Video Games/Shooter Games	/Online Communities/Online Goodies	/News/Sports News	/Books & Literature/Audiobooks	/Finance/Credit & Lending/Loans/Personal Loans
com.mercadolibre	/Arts & Entertainment/Music & Audio/Music Reference/Song Lyrics & Tabs	/Jobs & Education/Education	/Jobs & Education/Education/Computer Education	/Travel & Transportation/Hotels & Accommodations	/Shopping/Classifieds
com.camerasideas.instashot	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Computers & Electronics/Software/Educational Software	/Travel & Transportation/Transportation/Cruises & Charters	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons	/Books & Literature/Children's Literature
com.contextlogic.wish	/Computers & Electronics/Software/Intelligent Personal Assistants	/Beauty & Fitness/Fitness/Yoga & Pilates	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Shopping/Shopping Portals	/Food & Drink/Restaurants
com.ss.android.ugc.trill	/Arts & Entertainment/Music & Audio	/Finance/Banking	/Online Communities/Photo & Video Sharing/Video Sharing	/Hobbies & Leisure/Outdoors/Hiking & Camping	/Computers & Electronics/Networking/VPN & Remote Access
com.dianxinos.dxbs	/Computers & Electronics/Software/Software Utilities	/Arts & Entertainment/Music & Audio/Podcasts	/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays	/Business & Industrial/Energy & Utilities/Oil & Gas	/Autos & Vehicles/Vehicle Shopping
com.outfit7.mytalkingangelafree	/Games/Family-Oriented Games & Activities	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Games/Computer & Video Games/Video Game Emulation	/Games/Computer & Video Games/Gaming Reference & Reviews
com.firsttouchgames.dls3	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Games/Computer & Video Games/Sports Games	/Sports/Team Sports/Soccer	/Finance/Accounting & Auditing/Bookkeeping	/Shopping/Apparel/Footwear
jp.naver.line.android	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Food & Drink/Food & Grocery Retailers
com.quvideo.xiaoying	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration/Driving Instruction & Driver Education	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days	/Games/Board Games
com.alibaba.aliexpresshd	/Games/Party Games	/Health/Medical Facilities & Services/Medical Procedures/Surgery/Cosmetic Surgery	/Shopping/Shopping Portals	/Arts & Entertainment/Events & Listings	/Arts & Entertainment/Comics & Animation/Cartoons
com.innersloth.spacemafia	/People & Society/Ethnic & Identity Groups/Lesbian, Gay, Bisexual & Transgender	/Science/Astronomy	/Arts & Entertainment/Events & Listings	/Health/Medical Literature & Resources	/Games/Computer & Video Games/Action & Platform Games
com.bbm	/Computers & Electronics/Software/Intelligent Personal Assistants	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Computers & Electronics/Software/Internet Software/Web Browsers	/Shopping	/Autos & Vehicles/Vehicle Shopping/Vehicle Specs, Reviews & Comparisons
com.dianxinos.optimizer.duplay	/Computers & Electronics/Software/Software Utilities	/Games/Computer & Video Games/Music & Dance Games	/Games/Board Games	/Computers & Electronics/Computer Security/Antivirus & Malware	/Sports/Sport Scores & Statistics
com.netflix.mediaclient	/Arts & Entertainment/Music & Audio/Music Videos	/Computers & Electronics/Consumer Electronics	/Science/Biological Sciences/Anatomy	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming	/Arts & Entertainment/Music & Audio/Music Education & Instruction
com.google.android.play.games	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software/Video File Formats & Codecs	/Games/Computer & Video Games	/Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Travel & Transportation/Transportation/Carpooling
com.supercell.hayday	/Games/Party Games	/Online Communities/Photo & Video Sharing	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Computers & Electronics/Computer Security/Antivirus & Malware	/Shopping/Photo & Video Services/Photo Printing Services
net.one97.paytm	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Finance/Banking	/Health/Pharmacy/Drugs & Medications	/Sports/Fantasy Sports	/Finance/Banking/Money Transfer & Wire Services
com.duolingo	/Shopping/Gifts & Special Event Items/Greeting Cards	/Law & Government/Legal/Legal Services	/Reference/Language Resources/Foreign Language Resources/Foreign Language Study	/Games/Word Games	/Food & Drink/Food & Grocery Retailers
me.pou.app	/Arts & Entertainment/Movies	/Home & Garden/Home Safety & Security	/Health/Nutrition/Special & Restricted Diets	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Games/Computer & Video Games/Casual Games
video.like	/Adult/Adult Communities/Swingers & Adult Dating	/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Coffee & Espresso Makers	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Online Communities/Photo & Video Sharing/Video Sharing	/Arts & Entertainment/Visual Art & Design
com.mxtech.videoplayer.ad	/Computers & Electronics/Software/Multimedia Software/Media Players	/Arts & Entertainment/TV & Video/TV Networks & Stations	/Games/Computer & Video Games	/Health	/Arts & Entertainment/Celebrities & Entertainment News
com.skype.raider	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Internet & Telecom/Email & Messaging	/Jobs & Education/Education/Distance Learning	/Business & Industrial/Shipping & Logistics/Mail & Package Delivery/Couriers, Messengers & Home Delivery Services
com.picsart.studio	/Online Communities/File Sharing & Hosting	/Shopping/Apparel/Women's Clothing	/Health/Nutrition	/Law & Government/Legal/Legal Services	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software
com.playrix.gardenscapes	/Travel & Transportation/Transportation	/Hobbies & Leisure/Special Occasions/Weddings	/News/Business News/Financial Markets News	/Health/Reproductive Health/OBGYN	/Games/Computer & Video Games/Casual Games
com.playrix.homescapes	/Computers & Electronics/Software/Business & Productivity Software/Word Processing Software	/Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones	/Shopping/Consumer Resources/Customer Services/Technical Support & Repair	/Health/Medical Literature & Resources	/Games/Computer & Video Games/Casual Games
com.google.android.gm	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Games/Card Games	/Internet & Telecom/Email & Messaging	/Internet & Telecom/Email & Messaging/Email	/Food & Drink/Cooking & Recipes
com.gameloft.android.ANMP.GloftDMHM	/Computers & Electronics/Software/Intelligent Personal Assistants	/Online Communities/Blogging Resources & Services/Microblogging	/Sports/Team Sports/Cricket	/News/Business News/Financial Markets News	/Games/Computer & Video Games/Action & Platform Games
in.startv.hotstar	/Finance/Investing/Currencies & Foreign Exchange/Digital Currencies	/Games/Computer & Video Games/Video Game Mods & Add-Ons	/Shopping/Apparel/Women's Clothing	/Internet & Telecom/Web Portals	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming
com.fingersoft.hillclimb	/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays	/Jobs & Education/Education/Standardized & Admissions Tests	/Games/Computer & Video Games/Driving & Racing Games	/Games/Computer & Video Games/Gaming Reference & Reviews/Video Game Cheats & Hints	/Games/Computer & Video Games/Action & Platform Games
org.telegram.messenger	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Internet & Telecom/Teleconferencing	/People & Society/Religion & Belief/Mindfulness & Meditation	/Science/Mathematics	/Beauty & Fitness/Fashion & Style
com.google.android.inputmethod.latin	/Computers & Electronics/Software/Software Utilities	/Games/Computer & Video Games/Strategy Games	/Science/Engineering & Technology/Augmented & Virtual Reality	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Games/Computer & Video Games/Action & Platform Games
com.gameloft.android.ANMP.GloftA8HM	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Business & Industrial	/Reference/Directories & Listings/Business & Personal Listings	/Games/Computer & Video Games/Driving & Racing Games
net.zedge.android	/Law & Government/Public Safety/Security Products & Services	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Food & Drink/Restaurants	/Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies	/Jobs & Education/Education/Teaching & Classroom Resources
com.shopee.id	/Online Communities/Online Goodies/Skins, Themes & Wallpapers	/People & Society/Religion & Belief/Islam	/Shopping/Shopping Portals	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Arts & Entertainment/Comics & Animation/Comics
com.imangi.templerun2	/People & Society/Self-Help & Motivational	/Games/Family-Oriented Games & Activities	/Reference/Directories & Listings/Business & Personal Listings	/Games/Card Games/Collectible Card Games	/Games/Computer & Video Games/Action & Platform Games
com.ubercab	/Finance	/Finance/Financial Planning & Management	/Travel & Transportation/Transportation/Car Rentals	/Reference/General Reference/Biographies & Quotations	/Arts & Entertainment/Comics & Animation/Comics
com.king.farmheroessaga	/Internet & Telecom/Web Services/Web Stats & Analytics	/Finance/Investing/Currencies & Foreign Exchange	/Food & Drink/Restaurants	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Android Apps	/Games/Computer & Video Games/Casual Games
com.surpax.ledflashlight.panel	/Computers & Electronics/Software/Software Utilities	/Adult/Adult Merchandise	/Arts & Entertainment/Humor	/Jobs & Education/Jobs	/Computers & Electronics/Software/Business & Productivity Software/Accounting & Financial Software
com.ea.gp.fifamobile	/Games/Computer & Video Games/Sports Games	/Sports/Team Sports/Soccer	/Online Communities	/Travel & Transportation/Transportation/Traffic & Route Planners	/Travel & Transportation/Transportation/Carpooling
es.socialpoint.DragonCity	/Games/Computer & Video Games/Simulation Games	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Beauty & Fitness/Weight Loss	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Games/Computer & Video Games/Casual Games
br.com.brainweb.ifood	/Arts & Entertainment/Online Media/Online Image Galleries	/Food & Drink/Restaurants/Pizzerias	/Food & Drink/Food & Grocery Delivery	/Food & Drink/Restaurants	/Science/Biological Sciences/Flora & Fauna
com.google.android.apps.docs	/Arts & Entertainment/Visual Art & Design/Design/Interior Design	/Computers & Electronics/Software/Business & Productivity Software	/Finance/Credit & Lending	/Internet & Telecom/Web Services/Cloud Storage	/Sports/Individual Sports/Running & Walking
com.google.android.apps.tachyon	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Computers & Electronics/Consumer Electronics/Audio Equipment/Speakers	/Games/Family-Oriented Games & Activities	/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays/Christmas
com.pinterest	/Online Communities/Photo & Video Sharing/Photo & Image Sharing	/Games/Educational Games	/News/Sports News	/Books & Literature	/Business & Industrial/Advertising & Marketing
jp.konami.pesam	/Law & Government/Public Safety/Security Products & Services	/Finance/Investing/Currencies & Foreign Exchange/Digital Currencies	/Games/Computer & Video Games/Sports Games	/Arts & Entertainment/TV & Video/TV Shows & Programs	/Travel & Transportation/Transportation/Car Rentals
com.playrix.township	/Arts & Entertainment/Movies	/People & Society/Family & Relationships/Family/Ancestry & Genealogy	/Business & Industrial/Energy & Utilities/Electricity	/Autos & Vehicles/Vehicle Shopping/Used Vehicles	/Games/Computer & Video Games/Simulation Games/City Building Games
com.grabtaxi.passenger	/Books & Literature/E-Books	/Health/Pharmacy/Drugs & Medications	/People & Society/Family & Relationships/Romance	/Food & Drink/Food & Grocery Delivery	/Food & Drink/Restaurants
com.ludo.king	/Travel & Transportation	/Games/Computer & Video Games	/Arts & Entertainment/Music & Audio/Podcasts	/Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones	/Games/Board Games
com.waze	/Shopping/Mass Merchants & Department Stores	/Reference/Geographic Reference/Maps	/Travel & Transportation/Transportation/Traffic & Route Planners	/Science/Chemistry	/Computers & Electronics/Consumer Electronics/GPS & Navigation
com.cmplay.tiles2	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Games/Computer & Video Games/Music & Dance Games	/Beauty & Fitness/Fitness/Fitness Equipment & Accessories/Fitness Technology Products	/Games/Table Games/Billiards	/Computers & Electronics/Networking/VPN & Remote Access
com.king.candycrushsodasaga	/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Data Backup & Recovery	/Jobs & Education/Education/Training & Certification	/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays	/Autos & Vehicles/Vehicle Shopping	/Games/Computer & Video Games/Casual Games
com.google.android.apps.translate	/Business & Industrial	/Reference/Language Resources/Foreign Language Resources/Translation Tools & Resources	/Reference/General Reference/Dictionaries & Encyclopedias	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Arts & Entertainment/Fun & Trivia
com.roidapp.photogrid	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Scanners	/People & Society/Family & Relationships/Family/Baby & Pet Names	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming	/Games/Computer & Video Games/Driving & Racing Games
com.ijinshan.kbatterydoctor_en	/Computers & Electronics/Software/Software Utilities	/Computers & Electronics/Software/Internet Software/Proxying & Filtering	/Shopping/Apparel/Footwear/Athletic Shoes	/Business & Industrial/Energy & Utilities/Electricity	/Jobs & Education/Jobs
in.amazon.mShop.android.shopping	/Games/Computer & Video Games/Sports Games	/Shopping/Shopping Portals	/Finance/Credit & Lending/Credit Reporting & Monitoring	/Computers & Electronics/Computer Security	/Books & Literature/Audiobooks
com.opera.mini.native	/Computers & Electronics/Software/Internet Software/Web Browsers	/Jobs & Education/Education/Standardized & Admissions Tests	/Online Communities/Dating & Personals	/Business & Industrial/Business Services/E-Commerce Services/Merchant Services & Payment Systems	/Games/Card Games/Poker & Casino Games
com.phonepe.app	/Sports/Individual Sports/Golf	/Finance/Banking	/Arts & Entertainment/TV & Video/Online Video	/Science/Engineering & Technology/Augmented & Virtual Reality	/Finance/Insurance/Health Insurance
com.vkontakte.android	/Law & Government/Government	/Online Communities/Social Networks	/Shopping/Shopping Portals	/Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games	/Computers & Electronics/Computer Security/Antivirus & Malware
com.tencent.iglite	/Games/Computer & Video Games/Shooter Games	/Reference/General Reference/Biographies & Quotations	/Books & Literature	/Computers & Electronics/Networking	/Finance/Banking/Money Transfer & Wire Services
com.kwai.video	/Health/Medical Facilities & Services	/Computers & Electronics/Software/Multimedia Software/Audio & Music Software	/Online Communities	/Online Communities/Photo & Video Sharing/Video Sharing	/Internet & Telecom/Web Services/Cloud Storage
com.ksmobile.launcher	/Arts & Entertainment	/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/News/Newspapers	/Business & Industrial/Advertising & Marketing
com.skgames.trafficrider	/Arts & Entertainment/TV & Video/TV Shows & Programs	/Games/Table Games/Billiards	/Food & Drink/Food & Grocery Delivery	/Business & Industrial/Business Operations/Human Resources/Compensation & Benefits	/Games/Computer & Video Games/Driving & Racing Games
com.google.android.dialer	/Computers & Electronics/Software/Software Utilities	/Arts & Entertainment/Online Media/Online Image Galleries	/Travel & Transportation/Travel Guides & Travelogues	/Finance/Insurance/Health Insurance	/Games/Card Games/Collectible Card Games
ru.sberbankmobile	/People & Society/Religion & Belief/Astrology & Divination	/Finance/Banking	/Games/Computer & Video Games/Sandbox Games	/Arts & Entertainment/Music & Audio/Podcasts	/Science/Biological Sciences/Flora & Fauna
com.google.android.apps.nbu.paisa.user	/Finance/Banking	/Jobs & Education/Jobs/Job Listings/Temporary & Seasonal Jobs	/Travel & Transportation/Travel Agencies & Services	/Food & Drink/Restaurants	/Finance/Banking/Money Transfer & Wire Services
com.whatsapp.w4b	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Internet & Telecom/Web Portals	/Shopping/Consumer Resources/Coupons & Discount Offers	/Arts & Entertainment/Movies/Movie Reference	/Games/Educational Games
com.gau.go.launcherex	/Computers & Electronics/Software/Software Utilities	/Shopping/Gifts & Special Event Items/Greeting Cards	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/News/Sports News	/Arts & Entertainment/Humor
com.etermax.preguntados.lite	/Online Communities/File Sharing & Hosting	/Home & Garden/Home Safety & Security	/Online Communities/Dating & Personals	/Arts & Entertainment/Fun & Trivia	/Games/Computer & Video Games/Casual Games
com.microsoft.office.outlook	/Computers & Electronics/Consumer Electronics/Audio Equipment/Speakers	/Arts & Entertainment/Online Media/Online Image Galleries	/Internet & Telecom/Email & Messaging	/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software	/Shopping/Consumer Resources/Customer Services/Loyalty Cards & Programs
com.igg.android.lordsmobile	/Sports/Team Sports/American Football	/Games/Computer & Video Games/Strategy Games	/Jobs & Education/Jobs/Job Listings/Temporary & Seasonal Jobs	/Beauty & Fitness/Face & Body Care	/Jobs & Education/Jobs
com.imo.android.imoim	/Books & Literature/E-Books	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/People & Society/Family & Relationships/Family/Parenting/Pregnancy & Maternity	/Beauty & Fitness/Beauty Services & Spas
com.antivirus	/Shopping/Auctions	/Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance	/Finance/Credit & Lending/Loans	/Science/Chemistry	/Computers & Electronics/Computer Security/Antivirus & Malware
